the_geom,feature,clugar,lugar,tipo,ubicacion,fechasuce,url,numvictima,municipio,radio,cartodb_id,created_at,updated_at
0101000020E61000006B9CCA016325F9BF5C41FCFC9B6F4540,50200001,200,Fosa del Cementerio de Antxoritz,No intervenida,"Cementerio de la localidad de Antxoritz, situada a orillas del río Arga, en el valle de Esteribar.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=200,1,Esteribar,25,100,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F45B742A03E4FABFBE9A02FCF7724540,50200001,201,Fosa del Cementerio de Belzunce,No intervenida,"Cementerio de la pequeña localidad de Belzunce, en el valle de Juslapeña.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=201,-1,Juslapeña,50,101,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000009F8DABF96750FABFCEBD98BB796B4540,50200001,202,Cementerio de Ansoáin,No intervenida,"Cementerio del pueblo antiguo de Ansoáin, situado en la ladera sur del monte Ezkaba.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=202,20,Ansoáin <> Antsoain,25,102,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F49E435FB90CFBBF6C3F05787EA34540,50200001,203,Fosa del Puente San Miguel,No intervenida,"Situada en el margen izquierdo del rio Bidasoa, en el término de Lesaka, pero muy cerca del núcleo de Bera y del puente San Miguel. La fosa estaría entre dos farolas del alumbrado público.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=203,-1,Lesaka,50,103,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000D9B91CB6802FFBBF9430107433A34540,50200001,204,Fosa de Goienta,No intervenida,"La fosa se encontraría entre el antiguo trazado ferroviario del Bidasoa y el río, entre Alkaiaga y Zalain Zoko, a unos metros del cruce donde se encuentra la fábrica Zalain Transformados.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=204,-1,Lesaka,100,104,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F116264E986AFBBF98712CA659A44540,50200001,205,Fosa del Túnel Ttikia o Túnel Pequeño,No intervenida,"Situada a orillas del río Bidasoa, junto a un túnel del antiguo ferrocarril del Bidasoa. En el lugar se accede a las compuertas del canal de la central Electra Endara.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=205,2,Lesaka,100,105,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000CA35E1B88F7FFFBF8BFAA74E9C594540,50200001,206,Fosa de Montalbán,Intervenida,"El Señorío de Montalbán se encuentra cerca de la localidad de Alloz. Se llega a él por la carretera NA-7320. La fosa se encontraba en el paraje conocido como el Mohidero, cerca de la cañada.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=206,7,Valle de Yerri <> Deierri,10,106,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000D25CB8EA9036FDBF0479F8BCEF634540,50200001,207,Fosas de Echarri,No intervenida,En este término municipal existen referencias de varios fusilamientos.,,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=207,10,Echarri,750,107,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E610000032EDD15D9251FFBFE372885F4F564540,50200001,208,Fosa del Camino de Oiantxiki (Lácar),Intervenida,"La fosa, ya exhumada, se encontraba en la parcela situada entre el camino de Oiantxiki y la carretera NA-7320. A escasos 200 mentros hacia la muga con Lorca se encontraba otra fosa con los restos de 8 vecinos de Estella.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=208,12,Valle de Yerri <> Deierri,10,108,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000F8FDA81E9154FFBF7EE59C8E21564540,50200001,209,Fosa de la Muga Lorca - Lácar,Intervenida,"Esta fosa, ya exhumada, se encontraba a escasos metros de la fosa de Oiantxiki, entre el camino por el que se accede a este lugar y la carretera NA-7320.",12/09/1936,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=209,8,Valle de Yerri <> Deierri,10,109,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E61000002AEDCB134B65FFBF7401A5D43A554540,50200001,210,Fosa de Lorca Txiki (Murillo de Yerri),Intervenida,"Junto a la antigua carretera N-111 que unía Pamplona con Estella, hoy NA-1110. La fosa se encontraba entre la Cañada Real de Tauste a Andía y una parcela que antiguamente tenía viña plantada.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=210,22,Valle de Yerri <> Deierri,50,110,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000EE2FBBFA2393FFBFB3BC924D4C554540,50200001,211,Fosa de Arantzadia (Arandigoyen),Intervenida,"La fosa se encontraba junto a la vieja carretera N-111, hoy NA-1110, y el talud sobre las parcelas.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=211,-1,Valle de Yerri <> Deierri,25,111,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000624B53AAD1A6FFBFA671DCA022554540,50200001,212,Fosa de Ormaberria (Arandigoyen),Prospectada,"El paraje de Ormaberria se encuentra actualmente atravesado por la Autovía del Camino. Esta parcela se localiza cerca del cruce de acceso a Villatuerta por la antigua N-111 (Pamplona - Logroño), hoy NA-1110.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=212,-1,Valle de Yerri <> Deierri,100,112,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
0101000020E6100000D8B4D3DFDE2200C0E5B95BE458604540,50200001,213,Fosa de Elkai (ibiricu),Intervenida,"Junto a la carretera NA-120 (Estella - Beasain) se encuentra este paraje, atravesado por la regata de Ilkai.",,http://fosas.navarra.es/DetalleFosa.aspx?IDFosa=213,10,Valle de Yerri <> Deierri,100,113,2015-05-10 14:23:58.658314+00,2015-05-10 14:23:58.658314+00
